period,subba,subba-name,parent,parent-name,timezone,value,value-units
2025-05-30,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2586,megawatthours
2025-05-30,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2578,megawatthours
2025-05-30,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2594,megawatthours
2025-05-30,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2602,megawatthours
2025-05-29,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,277408,megawatthours
2025-05-29,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,275828,megawatthours
2025-05-29,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,274963,megawatthours
2025-05-29,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,276667,megawatthours
2025-05-29,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,277408,megawatthours
2025-05-29,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,300041,megawatthours
2025-05-29,SCE,Southern California Edison,CISO,California Independent System Operator,Central,298308,megawatthours
2025-05-29,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,297140,megawatthours
2025-05-29,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,299196,megawatthours
2025-05-29,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,300041,megawatthours
2025-05-29,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,50409,megawatthours
2025-05-29,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,50380,megawatthours
2025-05-29,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,50433,megawatthours
2025-05-29,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,50418,megawatthours
2025-05-29,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,50409,megawatthours
2025-05-29,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2461,megawatthours
2025-05-29,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2451,megawatthours
2025-05-29,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2445,megawatthours
2025-05-29,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2456,megawatthours
2025-05-29,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2461,megawatthours
2025-05-28,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,270219,megawatthours
2025-05-28,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,270728,megawatthours
2025-05-28,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,271138,megawatthours
2025-05-28,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,270410,megawatthours
2025-05-28,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,270219,megawatthours
2025-05-28,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,291702,megawatthours
2025-05-28,SCE,Southern California Edison,CISO,California Independent System Operator,Central,292356,megawatthours
2025-05-28,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,292851,megawatthours
2025-05-28,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,291966,megawatthours
2025-05-28,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,291702,megawatthours
2025-05-28,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,51165,megawatthours
2025-05-28,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,51198,megawatthours
2025-05-28,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,51160,megawatthours
2025-05-28,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,51156,megawatthours
2025-05-28,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,51165,megawatthours
2025-05-28,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2329,megawatthours
2025-05-28,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2330,megawatthours
2025-05-28,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2331,megawatthours
2025-05-28,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2329,megawatthours
2025-05-28,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2329,megawatthours
2025-05-27,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,262190,megawatthours
2025-05-27,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,259860,megawatthours
2025-05-27,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,258420,megawatthours
2025-05-27,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,261107,megawatthours
2025-05-27,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,262190,megawatthours
2025-05-27,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,280487,megawatthours
2025-05-27,SCE,Southern California Edison,CISO,California Independent System Operator,Central,278674,megawatthours
2025-05-27,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,277615,megawatthours
2025-05-27,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,279703,megawatthours
2025-05-27,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,280487,megawatthours
2025-05-27,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,46870,megawatthours
2025-05-27,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,46998,megawatthours
2025-05-27,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,47035,megawatthours
2025-05-27,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,46932,megawatthours
2025-05-27,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,46870,megawatthours
2025-05-27,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2364,megawatthours
2025-05-27,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2351,megawatthours
2025-05-27,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2341,megawatthours
2025-05-27,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2358,megawatthours
2025-05-27,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2364,megawatthours
2025-05-26,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,236093,megawatthours
2025-05-26,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,234517,megawatthours
2025-05-26,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,233596,megawatthours
2025-05-26,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,235405,megawatthours
2025-05-26,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,236093,megawatthours
2025-05-26,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,261142,megawatthours
2025-05-26,SCE,Southern California Edison,CISO,California Independent System Operator,Central,260122,megawatthours
2025-05-26,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,259565,megawatthours
2025-05-26,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,260651,megawatthours
2025-05-26,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,261142,megawatthours
2025-05-26,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,44773,megawatthours
2025-05-26,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,44383,megawatthours
2025-05-26,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,44158,megawatthours
2025-05-26,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,44601,megawatthours
2025-05-26,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,44773,megawatthours
2025-05-26,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2274,megawatthours
2025-05-26,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2279,megawatthours
2025-05-26,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2282,megawatthours
2025-05-26,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2277,megawatthours
2025-05-26,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2274,megawatthours
2025-05-25,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,226168,megawatthours
2025-05-25,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,227053,megawatthours
2025-05-25,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,227517,megawatthours
2025-05-25,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,226602,megawatthours
2025-05-25,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,226168,megawatthours
2025-05-25,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,255206,megawatthours
2025-05-25,SCE,Southern California Edison,CISO,California Independent System Operator,Central,255732,megawatthours
2025-05-25,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,255867,megawatthours
2025-05-25,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,255469,megawatthours
2025-05-25,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,255206,megawatthours
2025-05-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,40976,megawatthours
2025-05-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,40970,megawatthours
2025-05-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,40982,megawatthours
2025-05-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,40976,megawatthours
2025-05-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,40976,megawatthours
2025-05-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2228,megawatthours
2025-05-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2215,megawatthours
2025-05-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2207,megawatthours
2025-05-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2222,megawatthours
2025-05-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2228,megawatthours
2025-05-24,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,239217,megawatthours
